Chinese	Vietnamese
老子罩着你!|谁想跟他过不去?|谁敢动他!	lão tử tráo trứ nhĩ!| thùy tưởng cân tha quá bất khứ?| thùy cảm động tha!
你在搞什么?|我劝你手脚干净点.	nhĩ tại cảo thập yêu?| ngã khuyến nhĩ thủ cước cán tịnh điểm.
你再这样老子就要动手了?|真是胆大包天啊你.	nhĩ tái giá dạng lão tử tựu yếu động thủ liễu?| chân thị đảm đại bao thiên a nhĩ.
你在搞什么?|我劝你手脚干净点.	nhĩ tại cảo thập yêu?| ngã khuyến nhĩ thủ cước cán tịnh điểm.
你在搞什么?|我劝你手脚干净点.	nhĩ tại cảo thập yêu?| ngã khuyến nhĩ thủ cước cán tịnh điểm.
你在搞什么?|我劝你手脚干净点.	nhĩ tại cảo thập yêu?| ngã khuyến nhĩ thủ cước cán tịnh điểm.
不要挑战我的忍耐.|可别惹毛我了.|离我远点!	bất yếu thiêu chiến ngã đích nhẫn nại.| khả biệt nhạ mao ngã liễu.| ly ngã viễn điểm!
恭喜你把我惹毛了.|看来你是不知道死字怎么写.|今天我俩必须横着一个出去.|你死好过我死.	cung hỉ nhĩ bả ngã nhạ mao liễu.| khán lai nhĩ thị bất tri đạo tử tự chẩm yêu tả.| kim thiên ngã lưỡng tất tu hoành trứ nhất cá xuất khứ.| nhĩ tử hảo quá ngã tử.
不要挑战我的忍耐.|可别惹毛我了.|离我远点!	bất yếu thiêu chiến ngã đích nhẫn nại.| khả biệt nhạ mao ngã liễu.| ly ngã viễn điểm!
恭喜你把我惹毛了.|看来你是不知道死字怎么写.|今天我俩必须横着一个出去.|你死好过我死.	cung hỉ nhĩ bả ngã nhạ mao liễu.| khán lai nhĩ thị bất tri đạo tử tự chẩm yêu tả.| kim thiên ngã lưỡng tất tu hoành trứ nhất cá xuất khứ.| nhĩ tử hảo quá ngã tử.
你是想惹老子?|行行行,这就给你腾个地.	nhĩ thị tưởng nhạ lão tử?| hành hành hành, giá tựu cấp nhĩ đằng cá địa.
恭喜你把我惹毛了.|看来你是不知道死字怎么写.|今天我俩必须横着一个出去.|你死好过我死.	cung hỉ nhĩ bả ngã nhạ mao liễu.| khán lai nhĩ thị bất tri đạo tử tự chẩm yêu tả.| kim thiên ngã lưỡng tất tu hoành trứ nhất cá xuất khứ.| nhĩ tử hảo quá ngã tử.
找婆婆有事情?	hoa bà bà hữu sự tình?
找婆婆有事情?	hoa bà bà hữu sự tình?
最近如何?|气色不错.|找婆婆有事情?	tối cận như hà?| khí sắc bất thác.| hoa bà bà hữu sự tình?
你来见婆婆了.|哎呦,你可来了.	nhĩ lai kiến bà bà liễu.| ai u, nhĩ khả lai liễu.
能别烦我吗?|有事快说.	năng biệt phiền ngã mạ?| hữu sự khoái thuyết.
你胆敢来见我?|敢见我,也是勇气可嘉......	nhĩ đảm cảm lai kiến ngã?| cảm kiến ngã, dã thị dũng khí khả gia......
这些东西不能给你.	giá ta đông tây bất năng cấp nhĩ.
行,来看看.	hành, lai khán khán.
可拿好了.|丢了可不再给.	khả nã hảo liễu.| đâu liễu khả bất tái cấp.
没有想要的?|行,就这样.	một hữu tưởng yếu đích?| hành, tựu giá dạng.
放心,没有暗毒.|随便挑.	phóng tâm, một hữu ám độc.| tùy tiện thiêu.
这点东西还不够.|你挑的太多了.|还不够.	giá điểm đông tây hoàn bất cú.| nhĩ thiêu đích thái đa liễu.| hoàn bất cú.
婆婆满意了.|我觉得可以了.|你想多给一点婆婆也不介意.	bà bà mãn ý liễu.| ngã giác đắc khả dĩ liễu.| nhĩ tưởng đa cấp nhất điểm bà bà dã bất giới ý.
看来你活腻了.|婆婆会好好招待你的.	khán lai nhĩ hoạt nị liễu.| bà bà hội hảo hảo chiêu đãi nhĩ đích.
敢在婆婆面前动手?|婆婆在这!|谁敢动他!	cảm tại bà bà diện tiền động thủ?| bà bà tại giá!| thùy cảm động tha!
你想干什么?|你可别挑战婆婆底线.|嗯?你再来一次试试?	nhĩ tưởng cán thập yêu?| nhĩ khả biệt thiêu chiến bà bà để tuyến.| ân? nhĩ tái lai nhất thứ thí thí?
你想干什么?|你可别挑战婆婆底线.|嗯?你再来一次试试?	nhĩ tưởng cán thập yêu?| nhĩ khả biệt thiêu chiến bà bà để tuyến.| ân? nhĩ tái lai nhất thứ thí thí?
你想干什么?|你可别挑战婆婆底线.|嗯?你再来一次试试?	nhĩ tưởng cán thập yêu?| nhĩ khả biệt thiêu chiến bà bà để tuyến.| ân? nhĩ tái lai nhất thứ thí thí?
你想干什么?|你可别挑战婆婆底线.|嗯?你再来一次试试?	nhĩ tưởng cán thập yêu?| nhĩ khả biệt thiêu chiến bà bà để tuyến.| ân? nhĩ tái lai nhất thứ thí thí?
你想干什么?|你可别挑战婆婆底线.|嗯?你再来一次试试?	nhĩ tưởng cán thập yêu?| nhĩ khả biệt thiêu chiến bà bà để tuyến.| ân? nhĩ tái lai nhất thứ thí thí?
走开!|就会欺负老人家.|别弄得大家都不开心.	tẩu khai!| tựu hội khi phụ lão nhân gia.| biệt lộng đắc đại gia đô bất khai tâm.
看来你活腻了.|婆婆会好好招待你的.|酸甜苦辣咸,你随便挑.	khán lai nhĩ hoạt nị liễu.| bà bà hội hảo hảo chiêu đãi nhĩ đích.| toan điềm khổ lạt hàm, nhĩ tùy tiện thiêu.
走开!|就会欺负老人家.|别弄得大家都不开心.	tẩu khai!| tựu hội khi phụ lão nhân gia.| biệt lộng đắc đại gia đô bất khai tâm.
看来你活腻了.|婆婆会好好招待你的.|酸甜苦辣咸,你随便挑.	khán lai nhĩ hoạt nị liễu.| bà bà hội hảo hảo chiêu đãi nhĩ đích.| toan điềm khổ lạt hàm, nhĩ tùy tiện thiêu.
别弄得大家都不开心.|你只会欺负老人家吗?	biệt lộng đắc đại gia đô bất khai tâm.| nhĩ chích hội khi phụ lão nhân gia mạ?
看来你活腻了.|婆婆会好好招待你的.|酸甜苦辣咸,你随便挑.	khán lai nhĩ hoạt nị liễu.| bà bà hội hảo hảo chiêu đãi nhĩ đích.| toan điềm khổ lạt hàm, nhĩ tùy tiện thiêu.
你是想来相面?	nhĩ thị tưởng lai tương diện?
你是想来相面?	nhĩ thị tưởng lai tương diện?
印堂发黑......开玩笑的.|算到你来找我了.|想看手相?	ấn đường phát hắc...... khai ngoạn tiếu đích.| toán đáo nhĩ lai hoa ngã liễu.| tưởng khán thủ tương?
印堂发黑......开玩笑的.|想看手相?|找我有啥事.	ấn đường phát hắc...... khai ngoạn tiếu đích.| tưởng khán thủ tương?| hoa ngã hữu xá sự.
印堂发黑......没开玩笑.|有事就说.	ấn đường phát hắc...... một khai ngoạn tiếu.| hữu sự tựu thuyết.
血光之灾,我可没咒你.|算了......你直接说.	huyết quang chi tai, ngã khả một chú nhĩ.| toán liễu...... nhĩ trực tiếp thuyết.
不了,我的家伙事宝贵着呢.	bất liễu, ngã đích gia hỏa sự bảo quý trứ ni.
行,随便看.	hành, tùy tiện khán.
这东西上面可有因果.|东西给你,因果也给你.	giá đông tây thượng diện khả hữu nhân quả.| đông tây cấp nhĩ, nhân quả dã cấp nhĩ.
早算到了没你想要的.	tảo toán đáo liễu một nhĩ tưởng yếu đích.
最好是有我想要的.|行,你慢慢看.	tối hảo thị hữu ngã tưởng yếu đích.| hành, nhĩ mạn mạn khán.
不够.|多给一点.|我觉得还不够.	bất cú.| đa cấp nhất điểm.| ngã giác đắc hoàn bất cú.
多给一点我也不介意.|我觉得行了.	đa cấp nhất điểm ngã dã bất giới ý.| ngã giác đắc hành liễu.
你今日有血光之灾!|我会给你烧点纸钱的!	nhĩ kim nhật hữu huyết quang chi tai!| ngã hội cấp nhĩ thiêu điểm chỉ tiền đích!
怎么把我牵扯进来了.|我今日果然走霉运.|烦.	chẩm yêu bả ngã khiên xả tiến lai liễu.| ngã kim nhật quả nhiên tẩu môi vận.| phiền.
手脚干净点!|你这是想做什么?|你这样搞我可发飙了.	thủ cước cán tịnh điểm!| nhĩ giá thị tưởng tố thập yêu?| nhĩ giá dạng cảo ngã khả phát tiêu liễu.
手脚干净点!|你这是想做什么?|你这样搞我可发飙了.	thủ cước cán tịnh điểm!| nhĩ giá thị tưởng tố thập yêu?| nhĩ giá dạng cảo ngã khả phát tiêu liễu.
手脚干净点!|你这是想做什么?|你这样搞我可发飙了.	thủ cước cán tịnh điểm!| nhĩ giá thị tưởng tố thập yêu?| nhĩ giá dạng cảo ngã khả phát tiêu liễu.
手脚干净点!|你这是想做什么?|你这样搞我可发飙了.	thủ cước cán tịnh điểm!| nhĩ giá thị tưởng tố thập yêu?| nhĩ giá dạng cảo ngã khả phát tiêu liễu.
手脚干净点!|你这是想做什么?|你这样搞我可发飙了.	thủ cước cán tịnh điểm!| nhĩ giá thị tưởng tố thập yêu?| nhĩ giá dạng cảo ngã khả phát tiêu liễu.
我还躲不起吗?|保持距离.|可别把霉运沾染到我身上.	ngã hoàn đóa bất khởi mạ?| bảo trì cự ly.| khả biệt bả môi vận triêm nhiễm đáo ngã thân thượng.
你今日有血光之灾!|我会给你烧点纸钱的!|非要逼我动手.|何必呢?	nhĩ kim nhật hữu huyết quang chi tai!| ngã hội cấp nhĩ thiêu điểm chỉ tiền đích!| phi yếu bức ngã động thủ.| hà tất ni?
我还躲不起吗?|保持距离.|可别把霉运沾染到我身上.	ngã hoàn đóa bất khởi mạ?| bảo trì cự ly.| khả biệt bả môi vận triêm nhiễm đáo ngã thân thượng.
你今日有血光之灾!|我会给你烧点纸钱的!|非要逼我动手.|何必呢?	nhĩ kim nhật hữu huyết quang chi tai!| ngã hội cấp nhĩ thiêu điểm chỉ tiền đích!| phi yếu bức ngã động thủ.| hà tất ni?
我还躲不起吗?|保持距离.|可别把霉运沾染到我身上.	ngã hoàn đóa bất khởi mạ?| bảo trì cự ly.| khả biệt bả môi vận triêm nhiễm đáo ngã thân thượng.
你今日有血光之灾!|我会给你烧点纸钱的!|非要逼我动手.|何必呢?	nhĩ kim nhật hữu huyết quang chi tai!| ngã hội cấp nhĩ thiêu điểm chỉ tiền đích!| phi yếu bức ngã động thủ.| hà tất ni?
(戏腔念白)有事找妾身嘛?|(戏腔念白)你寻本将何为?|(戏腔念白)你可有要事禀报?	( hí khang niệm bạch ) hữu sự hoa thiếp thân ma?|( hí khang niệm bạch ) nhĩ tầm bản tương hà vi?|( hí khang niệm bạch ) nhĩ khả hữu yếu sự bẩm báo?
(戏腔念白)有事找妾身嘛?|(戏腔念白)你寻本将何为?|(戏腔念白)你可有要事禀报?	( hí khang niệm bạch ) hữu sự hoa thiếp thân ma?|( hí khang niệm bạch ) nhĩ tầm bản tương hà vi?|( hí khang niệm bạch ) nhĩ khả hữu yếu sự bẩm báo?
(戏腔念白)有事找妾身嘛?|(戏腔念白)你寻本将何为?|(戏腔念白)你可有要事禀报?	( hí khang niệm bạch ) hữu sự hoa thiếp thân ma?|( hí khang niệm bạch ) nhĩ tầm bản tương hà vi?|( hí khang niệm bạch ) nhĩ khả hữu yếu sự bẩm báo?
(戏腔念白)有事找妾身嘛?|(戏腔念白)你寻本将何为?|(戏腔念白)你可有要事禀报?	( hí khang niệm bạch ) hữu sự hoa thiếp thân ma?|( hí khang niệm bạch ) nhĩ tầm bản tương hà vi?|( hí khang niệm bạch ) nhĩ khả hữu yếu sự bẩm báo?
(戏腔念白)何方宵小?|(戏腔念白)咤!你来何事?	( hí khang niệm bạch ) hà phương tiêu tiểu?|( hí khang niệm bạch ) trá! nhĩ lai hà sự?
(戏腔念白)有话直说,留你狗命.|(戏腔念白)你可莫来害奴家、	( hí khang niệm bạch ) hữu thoại trực thuyết, lưu nhĩ cẩu mệnh.|( hí khang niệm bạch ) nhĩ khả mạc lai hại nô gia,
(戏腔念白)此物宝珍,怎可予人?	( hí khang niệm bạch ) thử vật bảo trân, chẩm khả dư nhân?
(戏腔念白)且看身藏百宝~	( hí khang niệm bạch ) thả khán thân tàng bách bảo ~
(戏腔念白)你来我往,则便如此~|(戏腔念白)此物寄思,以交君心.	( hí khang niệm bạch ) nhĩ lai ngã vãng, tắc tiện như thử ~|( hí khang niệm bạch ) thử vật ký tư, dĩ giao quân tâm.
(戏腔念白)两国止交,其弊大也~	( hí khang niệm bạch ) lưỡng quốc chỉ giao, kỳ tệ đại dã ~
(戏腔念白)且看身藏百宝~	( hí khang niệm bạch ) thả khán thân tàng bách bảo ~
(戏腔念白)还要再来~	( hí khang niệm bạch ) hoàn yếu tái lai ~
(戏腔念白)多乎哉?不多也.|(戏腔念白)可~	( hí khang niệm bạch ) đa hồ tai? bất đa dã.|( hí khang niệm bạch ) khả ~
(戏腔念白)我手执钢鞭将你打!|(戏腔念白)你敢来撩虎须?|(戏腔念白)今日便是决战之时~	( hí khang niệm bạch ) ngã thủ chấp cương tiên tương nhĩ đả!|( hí khang niệm bạch ) nhĩ cảm lai liêu hổ tu?|( hí khang niệm bạch ) kim nhật tiện thị quyết chiến chi thì ~
(戏腔念白)咿呀呀呀呀呀~|(戏腔念白)以进为退,乃兵之道~.	( hí khang niệm bạch ) y nha nha nha nha nha ~|( hí khang niệm bạch ) dĩ tiến vi thối, nãi binh chi đạo ~.
(戏腔念白)我手执钢鞭将你打!|(戏腔念白)你敢来撩虎须?|(戏腔念白)今日便是决战之时~	( hí khang niệm bạch ) ngã thủ chấp cương tiên tương nhĩ đả!|( hí khang niệm bạch ) nhĩ cảm lai liêu hổ tu?|( hí khang niệm bạch ) kim nhật tiện thị quyết chiến chi thì ~
(戏腔念白)咿呀呀呀呀呀~|(戏腔念白)以进为退,乃兵之道~.	( hí khang niệm bạch ) y nha nha nha nha nha ~|( hí khang niệm bạch ) dĩ tiến vi thối, nãi binh chi đạo ~.
(戏腔念白)我手执钢鞭将你打!|(戏腔念白)你敢来撩虎须?|(戏腔念白)今日便是决战之时~	( hí khang niệm bạch ) ngã thủ chấp cương tiên tương nhĩ đả!|( hí khang niệm bạch ) nhĩ cảm lai liêu hổ tu?|( hí khang niệm bạch ) kim nhật tiện thị quyết chiến chi thì ~
(戏腔念白)咿呀呀呀呀呀~|(戏腔念白)以进为退,乃兵之道~.	( hí khang niệm bạch ) y nha nha nha nha nha ~|( hí khang niệm bạch ) dĩ tiến vi thối, nãi binh chi đạo ~.
(戏腔念白)我手执钢鞭将你打!|(戏腔念白)你敢来撩虎须?|(戏腔念白)今日便是决战之时~	( hí khang niệm bạch ) ngã thủ chấp cương tiên tương nhĩ đả!|( hí khang niệm bạch ) nhĩ cảm lai liêu hổ tu?|( hí khang niệm bạch ) kim nhật tiện thị quyết chiến chi thì ~
(戏腔念白)天要亡我,非战之罪~|(戏腔念白)君王意气尽,贱妾何聊生?	( hí khang niệm bạch ) thiên yếu vong ngã, phi chiến chi tội ~|( hí khang niệm bạch ) quân vương ý khí tận, tiện thiếp hà liêu sinh?
近来身体安康?	cận lai thân thể an khang?
近来身体安康?	cận lai thân thể an khang?
近来没有受什么伤吧?|来贴我新的药贴看看.|前半剂药免费.|有什么疑难杂症?|有事吗.	cận lai một hữu thụ thập yêu thương ba?| lai thiếp ngã tân đích dược thiếp khán khán.| tiền bán tề dược miễn phí.| hữu thập yêu nghi nan tạp chứng?| hữu sự mạ.
近来没有受什么伤吧?|来贴我新的药贴看看.|前半剂药免费.|有什么疑难杂症?|有事吗.	cận lai một hữu thụ thập yêu thương ba?| lai thiếp ngã tân đích dược thiếp khán khán.| tiền bán tề dược miễn phí.| hữu thập yêu nghi nan tạp chứng?| hữu sự mạ.
事先说明,诊金加倍.|有事快说.	sự tiên thuyết minh, chẩn kim gia bội.| hữu sự khoái thuyết.
我不治你.|有事快说.	ngã bất trị nhĩ.| hữu sự khoái thuyết.
我还不太信你.	ngã hoàn bất thái tín nhĩ.
公平交易.	công bình giao dịch.
